Code,Duration (Days),Batch ID,Generated,Used
ACA8-1E01-9454-CF95,30,1,2025-11-28T14:04:20.575Z,false
C4A3-1E01-58E5-3B42,30,1,2025-11-28T14:04:20.577Z,false
B2D2-1E01-2A26-57BA,30,1,2025-11-28T14:04:20.578Z,false
77AD-1E01-1B2B-FF91,30,1,2025-11-28T14:04:20.578Z,false
3ADE-1E01-8D70-7440,30,1,2025-11-28T14:04:20.578Z,false
